"","data","Overall","north_east","north","west","capital","south_east","south","east","badakhshan","balkh_province","badghis","baghlan","bamyan_province","farah","faryab","ghor","ghazni_province","herat","helmand","jawzjan","kabul_province","kandahar_province","kunduz_province","kunar","khost","laghman","logar","nangarhar","nuristan","paktya","paktika","samangan","sar_e_pul_province","takhar","uruzgan","maidan_wardak","faiz_abad_badakhshan","baharak_badakhshan","yaftal_e_sufla","yawan","argo","kohestan_badakhshan","keshem","jorm","nahr_e_shahi","mazar_e_sharif","dehdadi","sholgareh","zari","balkh","chemtal","qala_e_naw","muqur_badghis","jawand","ab_kamari","pul_e_khumri","doshi","burka","baghlan_e_jadid","nahrin","bamyan","bala_buluk","qala_e_kah","maymana","feroz_koh","dawlatyar","shahrak","deh_yak","andar","ghazni","muqur_ghazni","giro","qarabagh","waghaz","hirat","injil","guzara","lashkargah","nahr_e_saraj","sheberghan","aqcha","kabul","bagrami","deh_sabz","paghman","kandahar","daman","maywand","arghandab","zheray","dand","panjwayi","spin_boldak","kunduz","chawkay","asad_abad","watapur","shigal","bar_kunar","dara_e_pech","sar_kani","marawara","narang","khas_kunar","nurgal","ghazi_abad","nari","dangam","chapa_dara","matun","mandozayi","gurbuz","tani","terezayi","qalandar","mehtarlam","qarghayi","pul_e_alam","surkh_rod","rodat","jalalabad","behsud","bati_kot","chaparhar","khogyani","achin","nazyan","dur_baba","deh_bala","kama","shinwar","pachir_wa_agam","wama","barg_e_matal","waygal","parun","kamdesh","mandol","nurgaram","gardez","shawak","sayed_karam","samkani","ahmadaba","dand_wa_patan","ziruk","sharan","mata_khan","urgun","barmal","surobi_paktika","zarghun_shahr","yosuf_khel","aybak","hazrat_e_sultan","dara_e_suf_e_bala","dara_e_suf_e_payin","sar_e_pul","taloqan","yangi_qala","bangi","baharak","tirinkot","maydan_shahr","nerkh","dawlatabad_balkh","karukh","muhmand_dara","duab","secure_tenure","insecure_tenure","service_inaccess","service_access","adequate_shelter","inadequate_shelter","less_5years","over_5years","mixed_popn","seperate_popn","recent_return","no_recent_return","suburb_location","rural_location","urban_location","small_site","large_site"
"32","Average","0.46","0.33","0.53","0.02","0.33","0.25","0.84","0.65","0.44","0.85","0.09","0.57","1","0","0.73","0","0.11","0","0.43","0.88","0.33","0.89","0.08","0.4","0.19","0.67","0","0.76","0.4","0.57","0.33","0.2","0.27","0.07","1","NaN","0.3","0.6","1","0","NaN","1","NaN","NaN","0.83","1","0.86","NaN","1","NaN","NaN","0","0.33","0","0","0.75","0","0","1","NaN","1","0","0","0.73","0","0","0","NaN","0","0.17","0","NaN","0","NaN","0","0","0","0","1","0.86","1","0.25","0.67","0.5","NaN","0.83","0.88","1","1","1","1","1","1","0.08","NaN","NaN","NaN","NaN","NaN","0","1","1","NaN","NaN","NaN","0","NaN","0","NaN","0.14","0.4","0.33","0","NaN","NaN","0.56","0.73","0","0.8","1","1","1","1","0.75","0.67","0.5","NaN","NaN","0","NaN","0","0","NaN","0.5","0.5","0.5","0.33","0","NaN","0.8","0","NaN","NaN","NaN","0","0","0.5","NaN","0","0","NaN","1","NaN","0.25","0.17","0","NaN","0.27","0.11","NaN","0","NaN","1","NaN","NaN","NaN","0","1","NaN","0.43","0.49","0.46","0.47","0.47","0.38","0.6","0.43","0","0.71","0.64","0.55","0.47","0.53","0.42","0.42","0.78"
"33","protract_discrete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","Average","0.46","0.19","0.48","0.94","0.7","0.06","0.48","0.77","0.27","0.72","0.91","0.52","0","0","0.63","1","0.12","1","0.5","0.75","0.73","0.47","0.03","0.67","0.03","0.71","NaN","0.96","0.33","0.2","0","0.26","0.34","0.05","1","0","0.5","0.25","0","NaN","0","0","NaN","NaN","0.73","1","0.57","NaN","1","NaN","NaN","1","0.67","1","1","0.56","0.33","0","0.67","NaN","0","0","NaN","0.63","1","1","1","0","0","0.33","NaN","0","0","NaN","1","1","1","0","1","0.71","1","0.66","0.9","1","NaN","0.5","0.29","0.67","0.2","0.17","1","0.5","1","0.03","NaN","NaN","NaN","NaN","NaN","NaN","1","1","NaN","NaN","NaN","NaN","NaN","NaN","0","0.05","0","0","0","NaN","NaN","0.75","0.69","NaN","1","1","1","1","1","1","0.5","1","NaN","NaN","NaN","NaN","NaN","1","NaN","0.5","1","0","0.33","0","0","0.5","NaN","0","0","0","0","NaN","0","0","0","0","0","0","0","0.31","0.13","1","0","0.34","0.06","NaN","0","0","1","NaN","0","NaN","1","1","NaN","0.43","0.5","0.46","0.46","0.44","0.59","0.46","0.46","0","0.79","0.49","0.64","0.52","0.52","0.41","0.42","0.8"
"35","refugee_discrete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","Average","0","0","0","0","0","0","0.03","0","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04","0","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0.01","0","0","0.01","0","0","0.02","0","0","0","0","0.01","0.01","0"
"37","returnee_discrete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","Average","0.22","0.07","0.34","0","0.38","0.06","0.13","0.65","0","0.61","0","0.4","1","0","0.22","0","0","0","0.12","0.33","0.4","0.14","0","0.18","0.05","0.78","0","0.89","0","0.08","0.12","0","0.7","0","0","0","0","0","0","0","NaN","0","NaN","0","0.69","0.25","0.44","NaN","1","NaN","NaN","0","0","0","0","0.42","0","0","0.67","NaN","1","0","0","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.25","0.27","1","0.35","0.5","1","NaN","0.16","0.13","0","0.5","0.08","0","0","1","0","NaN","0","NaN","NaN","NaN","0","1","0.5","0","NaN","NaN","0","NaN","0","0","0.05","0.12","0","0","0","0","0.71","0.82","0","1","0.67","0","1","1","1","1","1","NaN","NaN","NaN","NaN","NaN","1","NaN","0","0","0","0","NaN","NaN","0.12","0","NaN","0","NaN","0","0","0","NaN","1","0","NaN","0","NaN","0","0","0","0","0.7","0","0","0","0","0","0","0","NaN","0","1","0","0.23","0.2","0.22","0.23","0.22","0.22","0.22","0.22","0","0.47","1","1","0.21","0.31","0.18","0.19","0.45"
"39","economic_discrete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","Average","0.07","0.05","0.07","0","0.06","0.02","0.03","0.26","0.24","0.11","0","0.13","0","0","0.19","0","0","0","0.05","0.14","0.06","0.03","0","0.17","0.02","0.55","0","0.2","0.15","0","0.07","0.02","0","0","0","NaN","0.29","0.18","1","NaN","0","0","NaN","NaN","0.13","0.11","0.08","0","0","0","0","0","0","0","0","0.19","0.2","0","0","0","0","0","0","0.19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.14","0","0.05","0.09","0","NaN","0.04","0","0","0","0.08","0","0","0","0","0","NaN","NaN","NaN","0","0","1","1","NaN","0","NaN","NaN","NaN","0","0","0","0.12","0","0","0","0","0.62","0.5","0","0.2","0.6","1","0.33","0","0","0.25","0","0","0","0","0","0","0","0","0.5","0","0.5","0","0","NaN","0","0","NaN","0","0","0","0","0.17","0","0","0","0","0","0","0","0.05","0","0","0","0","0","0","0","0","NaN","NaN","0","0","0.5","NaN","0.08","0.07","0.08","0.06","0.07","0.1","0.08","0.07","0","0.21","0.09","0.12","0.09","0.12","0.05","0.06","0.21"
"41","nomad_discrete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","Average","0.01","0","0","0","0.01","0.01","0.02","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.03","0","0","0","0.06","0","0.09","0","0","0.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0.08","0","0","0.02","0","0","0","0.08","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.04","0","0.14","0.2","0","0.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0","0.04","0.01","0.03","0.02","0.02","0.01","0.01","0.05"
"43","idp_mixed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","Average","0.53","0.67","0.52","0","0.29","0.32","0.51","0.7","0.62","0.71","0","0.8","0","0","0.51","0","0.07","0","0.9","0.9","0.19","0.44","0.52","0.89","0.38","0.77","0.88","0.46","0.57","0.5","0.23","0","0.65","0.71","0.25","0.75","0.46","0.71","0.5","1","1","0","1","1","0.64","0.78","0.78","1","NaN","0.67","1","0","0","0","0","0.82","0.67","0.57","0.91","1","0","0","0","0.51","0","0","0","0","0.5","0","0","0","NaN","0","0","0","0","0.88","1","0.9","NaN","0.19","0.22","0","0","0.55","0.14","0.38","0.88","0.5","0","0.22","0","0.52","0.67","1","1","1","0.67","0.89","1","1","0.75","0.67","1","1","1","0","0.67","0.55","0.14","0","0.5","0","0","0.87","0.67","0.88","0.82","0.67","0.5","0.67","0","0.17","0.5","0.33","0","0","0","0","0","0.5","0.33","0","0","1","0.75","0","1","0.43","0","1","0.33","1","1","0","0.2","0","1","0.5","0","0","0","0","0","0","0","0.65","0.75","1","0.29","1","0.25","1","0","1","0","1","1","0.54","0.5","0.52","0.56","0.57","0.07","0.46","0.54","0.62","0","0.79","0.67","0.62","0.52","0.5","0.51","0.7"
"45","prolong_mixed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","Average","0.72","0.82","0.74","0.02","0.46","0.43","0.9","0.85","0.7","0.89","0","0.87","NaN","0.33","0.88","0","0.43","0","0.81","0.96","0.37","0.92","0.84","0.95","0.31","0.81","0.88","0.83","0.57","0.75","0.5","0.52","0.63","0.81","1","1","0.42","0.88","1","0","1","NaN","1","1","0.83","1","0.88","1","NaN","1","1","0","0","0","0","0.93","0.5","0.57","1","1","NaN","0.5","0","0.88","0","0","0","1","0.5","0.29","0","1","0","1","0","0","0","0.75","1","0.96","NaN","0.34","0.57","0","1","0.84","0.89","1","1","1","NaN","1","1","0.84","1","1","1","1","1","0.89","1","1","1","1","1","0.75","1","0","1","0.18","0.5","0.5","0","1","1","0.83","0.79","0.88","0.92","1","1","1","NaN","0.8","0.5","0.67","1","1","0.5","1","0","0.5","1","0","0","0.5","0.5","0","1","0.8","0","1","1","1","0","0","0.5","1","0","0.5","1","NaN","1","0.57","0.47","0","1","0.63","0.86","1","0.29","1","1","1","1","1","0","1","1","0.75","0.65","0.72","0.72","0.75","0.28","0.56","0.74","0.8","0","0.85","0.82","0.75","0.75","0.69","0.7","0.89"
"47","protract_mixed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","Average","0.68","0.69","0.64","0.83","0.76","0.29","0.61","0.92","0.7","0.79","0","0.85","0","0.67","0.77","1","0.5","1","0.86","0.93","0.73","0.54","0.55","0.98","0.22","0.86","1","0.98","0.6","0.43","0.13","0.29","0.54","0.7","1","0.75","0.85","0.65","0.5","1","0","0","1","1","0.7","1","0.7","1","NaN","1","1","NaN","0","NaN","NaN","0.84","0.6","0.86","0.92","1","0","0.5","1","0.77","1","NaN","NaN","0","0","0.71","1","0","0","1","1","1","1","0.81","1","0.93","NaN","0.72","0.75","NaN","1","0.56","0.17","0.67","0.6","0.58","NaN","0.71","1","0.55","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.67","0.12","0.12","0.4","0.5","1","1","0.91","0.81","1","1","1","1","1","NaN","1","0.67","1","1","1","1","1","1","1","1","0","1","0.67","0.5","0","0","0.71","1","0","0","0","0","1","0","0","0","0.5","0","0","0","0.25","0.32","1","0","0.54","0.75","1","0.29","0","1","1","0","1","NaN","1","1","0.69","0.64","0.68","0.67","0.69","0.49","0.46","0.71","0.73","0","0.74","0.86","0.76","0.73","0.62","0.66","0.88"
"49","refugee_mixed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","Average","0.03","0.02","0","0","0.06","0.05","0.05","0.04","0.07","0","0","0.02","0","0","0","0","0","0","0.04","0","0.06","0.05","0","0.09","0.07","0.02","0","0","0.06","0","0.07","0","0","0.01","0","0","0","0.16","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.14","0.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06","0","0","0","0.07","0.08","0","0","0.06","0","0.25","0","0.08","0","0","0","0","0","0.18","0.25","0","0","0.22","0","0","0","0","0","0","0","1","0","0.08","0","0.2","0","0","0","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0.14","0","0","0","0","0","0","0","0","0.02","0.03","0.02","0.05","0.02","0.06","0","0.03","0.04","0","0.02","0.02","0","0.03","0.03","0.02","0.04"
